feature1,feature2,feature3,target
-0.5865380642949874,0.6315229493643316,-0.12981993743229778,-0.44463789536064624
0.6929808682856947,1.4272715296416023,1.09028592764282,213.8225683243174
0.9014296207769438,-1.1445778176392172,0.23268430677606355,-42.6620625063497
0.8561550735926912,0.7389750668596566,-1.755729719408576,-59.53101819529669
1.228245612966528,0.5636049391317942,1.4200722622273205,197.63817436848487
-0.6180050874234523,0.007674397333291122,0.4913520200000967,52.465670470233746
0.9459527077682074,0.06047976249655231,0.010068004378462102,27.037463240640093
-0.31628035962142975,-0.770033452004849,1.3292121726491863,53.96012972492154
0.04684071386280813,-0.021853327333316703,0.1180979357631569,-0.35595664929335946
0.1703268293422071,-0.13005678592581588,-0.25755287133446025,-53.23882131897827
1.0375276327263334,0.35449278572224,1.627795744482153,186.90759503522963
0.0935025894555411,0.8119091064621441,-1.2827426223310838,-18.28483093380626
-0.07365456505825352,0.2486593479676312,-0.3449005148595564,4.306006020458682
-0.035863324331911285,1.235391130401064,-0.48844490770007787,86.95726515240978
-0.43598857024414683,0.6958035738954939,1.0613297552347802,126.28475948850367
-0.22020481138894477,1.6395778941949908,-0.49108845570269805,105.75697404211502
0.9252843359342541,-1.0091031433385804,-1.176987735049618,-116.98649224559153
0.4804032402972096,-1.3645804091922062,-0.8429082143173241,-126.44665518841187
1.1734484958128537,-0.34042667738352833,-1.6830235323310232,-121.38556511230463
1.8892727314152815,0.6788047990250634,0.21956519874807617,138.8082489940066
-1.0909245017034108,-0.029834447493936968,-0.20093462762200104,-44.61505161371886
-0.6992117688321071,0.850166751768583,-1.0258915701349611,-53.684604689064216
-0.12852265103175678,1.3537850387484707,-1.3078921186266441,33.28435441118818
1.9373236183813483,-0.8539997533293233,-0.6654247373644626,-57.023227405238536
-0.09945190960864343,1.041504109051605,1.8315692567042121,228.73625731128243
0.6584796131542117,-0.16407126086052917,-0.23503432416242362,-35.45785216518051
0.4300792738127967,0.20271065229132967,-0.5384124987517648,6.9035029659237654
1.2263713326390557,-0.09985868751685675,-0.7284958752498328,-13.682448454800463
0.09091757832021871,0.18213330825610605,-1.1574157544990666,-75.86402716658215
-2.453682213743679,1.6816834506240501,1.3130515637597335,149.4415060645894
1.5628515146382416,-0.8201197148405124,-0.36651152253566394,-42.05195535102775
0.2900347818773773,1.26410336557194,0.2907200809776823,136.23493653179392
-0.3648658443192202,0.6481097059729736,1.4063444422586815,158.89235056654323
-1.0135694530504422,-0.26164360849932,0.6643605939436564,1.6224567394438227
-0.24957800106571285,0.032409051928869885,0.48369351016118173,37.0211577551092
-1.5632406331818736,1.0191473645975453,0.2575538808044903,74.93664975353842
1.4484028058510214,1.330137164949431,-0.5488713051428733,132.7007788877538
-1.4086506644128831,-0.28216289812480594,0.17968995379994318,-59.77399429465517
0.4991778873262745,-0.5389634065956826,0.036766928625713895,-6.476378284667064
-1.626404233310685,0.29572188762233814,0.5644168515196336,9.95160045860602
-0.14742686894281498,-0.33377767276877235,-0.41850391497513095,-57.842192072067
0.9144579897819527,-1.956220259682112,-0.8693886526932594,-189.32314071779962
1.1242586645670565,-1.299855009453576,-0.5561328479518206,-102.20650775371723
0.7886146612415615,1.1500178284634375,-1.3615011681346223,37.557119820490875
-0.481165317281003,0.10401119568373923,0.9615383986783163,70.92423894785192
2.2261593700434013,0.9842571478712101,0.9313042708762043,217.8959687394541
-0.8594515626407266,0.8262023349433257,-0.4459069939750557,26.9144235577617
1.6865828874516027,0.5198180007843201,-0.3856835127679468,63.20832846335401
-0.9967605335040618,-1.4910681673374948,-1.0214381714302612,-242.86643945952775
-2.0893542774693676,1.4289837002109638,-1.325963145762744,-58.57745828770962
-0.992228655414407,-0.25946233680211117,-1.1129814906661617,-157.82551193870216
-0.16982083183882923,-0.5043458709975351,-0.018717079806139843,-86.96658760281218
0.9364585955928681,-0.5766603299374194,2.23635333761945,179.8914842554235
-0.5649371498181458,-1.3529777002598313,-0.6233454520324172,-175.31820844943252
-1.6737097086733224,-0.6567005787062732,-0.5881257055452302,-144.23104882658234
-0.9274001082839493,-0.9512560116793789,-0.6960897095801469,-174.4355675184421
-0.6882574963975816,1.7274617558687684,1.2689422494356664,215.59016242164128
0.6694890330042581,2.106744765264269,-1.7559083026457902,55.18331739275187
-0.4217743906354888,-0.2756214568685487,0.852987950377505,47.74134732733593
-0.38209215983318606,1.3892925611268192,0.9928570096106228,185.73207023848596
-1.1567518598600657,-1.2249234418178248,-2.576858800271579,-343.42283197076983
-0.0020402149102765046,1.2076025381991033,0.12166836153455808,139.2025487495289
