day,temperature
0,11.764052345967665
1,10.572290769925571
2,11.322954100333197
3,12.757089871433994
4,12.555582258173166
5,9.882370107498055
6,11.981105391999938
7,11.05072324069583
8,11.26956886933909
9,11.953686708581184
10,11.856975012975655
11,13.336540605395417
12,12.812082723833186
13,12.340890146534484
14,12.830590892804928
15,12.887207278536136
16,14.213660648498662
17,12.679666065040289
18,13.362279948213793
19,12.35860087762192
20,10.822239180107054
21,14.190379817204075
22,14.561681627766237
23,13.114469042029627
24,16.28463451604734
25,12.717570351524403
26,14.373514442805758
27,14.29510956737827
28,16.168281923386964
29,16.25669717105817
30,15.092702927296687
31,15.464871958123219
32,14.346370326025388
33,13.399255247159068
34,15.176440982350044
35,15.823366532015156
36,17.038293415265727
37,17.149646718392045
38,15.69744188374331
39,15.918164733833336
40,15.30577004383468
41,15.066277673170838
42,14.910075991797768
43,18.695211583561246
44,16.360875490485014
45,16.556508968905284
46,15.863770862767819
47,18.013930738791036
48,15.740272382081905
49,17.256980596751585
50,16.68759152359195
51,18.081050766698638
52,17.292153373138884
53,16.72882438344536
54,17.98542865340811
55,18.543722460604027
56,18.28128275540731
57,18.614178161397863
58,17.77186196266382
59,18.13542974928814
60,17.91517913498208
61,18.315010385755425
62,17.945770769397974
63,17.11439249710196
64,19.09723960684924
65,18.594527760314172
66,17.439939781060314
67,19.60406213737911
68,18.302414512783105
69,19.327362231588104
70,20.067462850406788
71,19.527543490176367
72,20.595364558814726
73,18.275739342597884
74,19.96468990709661
75,18.926487747782694
76,18.786602227366668
77,19.121789553750656
78,19.429452019596837
79,19.834648757286317
80,18.647914861932737
81,20.74556465447511
82,20.33915686367032
83,18.363081264596307
84,21.41047428797492
85,21.8380682449701
86,21.13796953263144
87,19.793324895269205
88,18.9136015900451
89,21.046951839327974
90,19.59450807282573
91,21.22235246774433
92,20.207441564624244
93,20.97210184335729
94,20.345163553024737
95,20.68574477684587
96,19.97708903826252
97,21.73692360491281
98,20.059480585377763
99,20.313130003379246
100,21.76992659937966
101,18.511722438495855
102,18.558780521314088
103,20.765533624612914
104,18.58698210120952
105,21.664803151939907
106,19.265758849480896
107,18.887250674200732
108,21.510120196353352
109,21.017324757738884
110,21.35117476054829
111,20.33365609217959
112,18.507587777899612
113,21.217304263478827
114,18.974903850979555
115,19.97829265639033
116,20.05329826871591
117,18.87854793015601
118,19.572472277695166
119,19.80277989786146
120,19.176547570890985
121,17.617662396509022
122,18.92965945470517
123,19.8696075941853
124,17.757922713799267
125,18.2096202538587
126,17.828388435517457
127,20.014644242938505
128,18.73709422022188
129,18.36929047406727
130,17.08658247634183
131,18.288089604962224
132,16.964553467248052
133,17.558498833594435
134,16.776374030107082
135,17.972008835811373
136,17.753359953374563
137,16.847537345493784
138,17.32881898153142
139,15.714672586039656
140,15.18938104942973
141,16.99095527335539
142,16.587220627738166
143,16.92265958285045
144,18.53599077449722
145,16.96072011923964
146,14.965030297480574
147,16.8547389671391
148,14.279985213590242
149,14.9908197805918
150,15.2390588762947
151,16.873966631807892
152,14.267663312409317
153,14.036288532427886
154,14.613142552313205
155,13.89558864872248
156,15.531823765611458
157,13.170071891332118
158,12.946090935745111
159,13.498082721820232
160,13.279047201347344
161,15.546669361114663
162,14.405543933633098
163,13.381636063630495
164,11.905634890528102
165,13.811491169136454
166,11.802091404602594
167,11.09188383050246
168,13.658251597161657
169,12.619999314230972
170,13.056067978178781
171,12.285456550878786
172,12.654496469158314
173,10.977044536085025
174,10.423749127414286
175,11.96907629280744
176,10.31318040704311
177,10.255817720421792
178,10.318332288817286
179,10.619611932682986
180,10.076228418791821
181,8.883233108853313
182,9.442451566053997
183,7.690526878888694
184,10.367047048755865
185,7.9677200143479485
186,8.293483886913622
187,9.278300286926344
188,8.315069505436693
189,10.426424524189791
190,7.419661315750744
191,8.809058900150438
192,8.332647052387339
193,7.034240645003181
194,8.55654776259599
195,7.693244514379793
196,8.468733848907547
197,8.353282349154378
198,9.526581022000617
199,8.534221197444232
200,6.663689969322655
201,6.6295504130658065
202,7.80557477364181
203,7.199140604015264
204,7.0229942187999175
205,4.605964303649518
206,6.0397711090363995
207,5.1684095026381
208,6.029921199347699
209,5.49666176685209
210,6.351111973008003
211,5.605623138452662
212,5.923600891022075
213,4.5211627688063025
214,3.894929833923224
215,4.282649825178121
216,4.530575200732053
217,4.78325911145332
218,6.5215862716476085
219,4.079890325414625
220,3.0278143672579976
221,3.501172224667336
222,3.248775879395561
223,4.060934341407827
224,1.9076394134645243
225,3.382623352064999
226,3.348772443195215
227,3.299368767330503
228,2.3468478299628623
229,2.585309133504378
230,1.2803635501525916
231,2.0944600081518474
232,1.9304702486631982
233,2.777163918355996
234,1.0949771545076805
235,2.9246995509228473
236,3.532655906665213
237,-0.13478448822298095
238,2.2608782163189423
239,2.4133660477911514
240,1.0033081802614063
241,1.1502376121405686
242,1.3238977249147763
243,1.0707878400991566
244,0.9739238438596627
245,-0.47612584606533126
246,2.2717583384881923
247,2.121225684687735
248,0.15307771754895694
249,-0.5724706287446732
250,1.345228615858826
251,0.18130480825600093
252,0.8347138529409858
253,0.31185811990059054
254,1.2639273171659808
255,1.2111333435342893
256,-0.2624073447680393
257,-0.9705421252680206
258,-1.2176438829765683
259,0.9310015488665622
260,-0.9100412240746423
261,-0.26692186062237033
262,-0.39245095490540827
263,0.1181671839306315
264,-1.7957613054848098
265,0.30200269447042494
266,0.6127503838996615
267,0.1558535943705201
268,-0.2619392827054459
269,0.13081114872708294
270,0.41987473698620736
271,-2.761389912276987
272,1.9604495013771184
273,0.39092673614054624
274,-0.652315979748922
275,-0.38863839498651087
276,0.501241664952352
277,-0.10045815059001037
278,-2.0039341988630497
279,2.10530289988753
280,-0.05271972617198925
281,1.097950617536478
282,-0.5913747986579222
283,1.6628826303059359
284,0.44160552137135667
285,0.7957791317593568
286,-0.8237367812035248
287,1.470140737958493
288,0.9891789460197168
289,1.644446853016448
290,-0.23938539836458683
291,-0.043375384379847004
292,2.7933515347324036
293,-0.5159796969929764
294,0.4654897199027257
295,1.7985190743734436
296,0.8223081319228903
297,1.373240802586949
298,0.45927108888378876
299,1.2999177598211595
300,-0.30283554825775005
301,2.7383172150227013
302,1.0411608554377947
303,0.5609047445607168
304,1.991819534735943
305,0.951640629853417
306,0.16757061332196876
307,0.24709843785766195
308,2.3820668890320533
309,1.6256610288295876
310,1.7509078502579498
311,3.064132924229493
312,0.963717623675481
313,1.4663637364274136
314,1.9209719219793415
315,2.511293504531447
316,2.488107671743869
317,2.358942577970234
318,2.7019332149452286
319,2.7761285008910748
320,2.285812340931736
321,2.3164793392092484
322,3.5300801693944823
323,2.492738734581683
324,2.3563491304593294
325,3.3333847399725323
326,3.6218654994275044
327,6.171954796146947
328,3.348032854536127
329,5.135257990431482
330,5.080170771293448
331,3.286701913120062
332,5.393201262019609
333,3.5819632861511805
334,2.2541183234822184
335,5.6685640227596075
336,3.4567710154043985
337,5.815431752777403
338,4.833695684858678
339,7.331794870685556
340,6.896573373192839
341,5.531734304088875
342,5.4555283265352426
343,5.088677167999148
344,6.022316145943687
345,6.344415508874356
346,6.4226098386846635
347,7.107491608709471
348,7.69369716892278
349,7.630072881652121
350,6.682323124931677
351,6.175480866138921
352,9.145316718060803
353,7.25950581676387
354,7.465439301632541
355,7.765879245884111
356,6.613842243200541
357,8.14923827482686
358,8.318263736998524
359,9.589341323869158
360,9.838809161732868
361,9.315746621063063
362,10.415651701881762
363,9.995748867573806
364,9.812184326839093
